content,category
The specifications feature isn't working on my headphones.,technical_support
My tablet won't turn on. Can you help?,technical_support
I'd like to cancel my order and receive a full refund.,refund_request
How do I request a refund for order #78700?,refund_request
How do I request a refund for order #37724?,refund_request
How do I change my account?,account_inquiry
I forgot my password. Can you help me reset it?,account_inquiry
I forgot my password. Can you help me reset it?,account_inquiry
I forgot my password. Can you help me reset it?,account_inquiry
I want to return my smartwatch and get a refund.,refund_request
How do I sync on my headphones?,technical_support
I keep getting an error when trying to install.,technical_support
When does my service renew?,account_inquiry
This is unacceptable. The delivery time is terrible.,complaint
What's the difference between printer and smartwatch?,product_information
My tablet won't connect. Can you help?,technical_support
The laptop arrived damaged. I need a refund please.,refund_request
This is unacceptable. The packaging is terrible.,complaint
Your product quality is the worst I've experienced.,complaint
Can I update my shipping address?,account_inquiry
What are the specifications of the headphones?,product_information
What's the difference between tablet and tablet?,product_information
I keep getting an error when trying to sync.,technical_support
This is unacceptable. The delivery time is terrible.,complaint
I'm very disappointed with packaging.,complaint
What are the battery life of the headphones?,product_information
Can you tell me more about the warranty feature?,product_information
I'd like to cancel my order and receive a full refund.,refund_request
When does my subscription renew?,account_inquiry
How do I request a refund for order #26090?,refund_request
I forgot my password. Can you help me reset it?,account_inquiry
I want to return my printer and get a refund.,refund_request
Can I update my preferences?,account_inquiry
How do I change my account?,account_inquiry
Is the smartwatch compatible with smartwatch?,product_information
How do I check my account balance?,account_inquiry
I want to return my headphones and get a refund.,refund_request
I'm very disappointed with packaging.,complaint
This is unacceptable. The customer support is terrible.,complaint
Is the headphones compatible with phone?,product_information
